book_name,chapter,verse_start,verse_end,version,text
Exodus,29,36,37,en-web,"[36] Every day you shall offer the bull of sin offering for atonement. You shall cleanse the altar when you make atonement for it. You shall anoint it, to sanctify it. [37] Seven days you shall make atonement for the altar, and sanctify it; and the altar shall be most holy. Whatever touches the altar shall be holy."
Exodus,30,10,,en-web,Aaron shall make atonement on its horns once in the year; with the blood of the sin offering of atonement once in the year he shall make atonement for it throughout your generations. It is most holy to Yahweh.”
Exodus,30,15,16,en-web,"[15] The rich shall not give more, and the poor shall not give less, than the half shekel,30:15 A shekel is about 10 grams or about 0.35 ounces. when they give the offering of Yahweh, to make atonement for your souls. [16] You shall take the atonement money from the children of Israel, and shall appoint it for the service of the Tent of Meeting; that it may be a memorial for the children of Israel before Yahweh, to make atonement for your souls.”"
Exodus,34,6,7,en-web,"[6] Yahweh passed by before him, and proclaimed, “Yahweh! Yahweh, a merciful and gracious God, slow to anger, and abundant in loving kindness and truth, [7] keeping loving kindness for thousands, forgiving iniquity and disobedience and sin; and who will by no means clear the guilty, visiting the iniquity of the fathers on the children, and on the children’s children, on the third and on the fourth generation.”"
Exodus,34,35,,en-web,"The children of Israel saw Moses’ face, that the skin of Moses’ face shone; so Moses put the veil on his face again, until he went in to speak with him."
Romans,2,4,,en-web,"Or do you despise the riches of his goodness, forbearance, and patience, not knowing that the goodness of God leads you to repentance?"
Romans,2,5,,en-web,"But according to your hardness and unrepentant heart you are treasuring up for yourself wrath in the day of wrath, revelation, and of the righteous judgment of God,"
Romans,2,6,,en-web,who “will pay back to everyone according to their works:”2:6 Psalm 62:12; Proverbs 24:12
Romans,2,7,,en-web,"to those who by perseverance in well-doing seek for glory, honor, and incorruptibility, eternal life;"
Romans,2,12,,en-web,For as many as have sinned without the law will also perish without the law. As many as have sinned under the law will be judged by the law.
Romans,2,14,15,en-web,"[14] (for when Gentiles who don’t have the law do by nature the things of the law, these, not having the law, are a law to themselves, [15] in that they show the work of the law written in their hearts, their conscience testifying with them, and their thoughts among themselves accusing or else excusing them)"
Romans,2,16,,en-web,"in the day when God will judge the secrets of men, according to my Good News, by Jesus Christ."
Romans,3,10,,en-web,"As it is written,"
Romans,3,19,,en-web,"Now we know that whatever things the law says, it speaks to those who are under the law, that every mouth may be closed, and all the world may be brought under the judgment of God."
Romans,3,20,,en-web,"Because by the works of the law, no flesh will be justified in his sight; for through the law comes the knowledge of sin."
Romans,3,21,22,en-web,"[21] But now apart from the law, a righteousness of God has been revealed, being testified by the law and the prophets; [22] even the righteousness of God through faith in Jesus Christ to all and on all those who believe. For there is no distinction,"
Romans,3,22,,en-web,"even the righteousness of God through faith in Jesus Christ to all and on all those who believe. For there is no distinction,"
Psalms,115,3,,esv,[3] Our God is in the heavens; he does all that he pleases. (ESV)
Romans,3,22,25,en-web,"[22] even the righteousness of God through faith in Jesus Christ to all and on all those who believe. For there is no distinction, [23] for all have sinned, and fall short of the glory of God; [24] being justified freely by his grace through the redemption that is in Christ Jesus, [25] whom God sent to be an atoning sacrifice3:25 or, a propitiation through faith in his blood, for a demonstration of his righteousness through the passing over of prior sins, in God’s forbearance;"
Romans,3,24,25,en-web,"[24] being justified freely by his grace through the redemption that is in Christ Jesus, [25] whom God sent to be an atoning sacrifice3:25 or, a propitiation through faith in his blood, for a demonstration of his righteousness through the passing over of prior sins, in God’s forbearance;"
Romans,3,25,26,en-web,"[25] whom God sent to be an atoning sacrifice3:25 or, a propitiation through faith in his blood, for a demonstration of his righteousness through the passing over of prior sins, in God’s forbearance; [26] to demonstrate his righteousness at this present time, that he might himself be just and the justifier of him who has faith in Jesus."
Romans,4,2,,en-web,"For if Abraham was justified by works, he has something to boast about, but not toward God."
Romans,4,5,,en-web,"But to him who doesn’t work, but believes in him who justifies the ungodly, his faith is accounted for righteousness."
Deuteronomy,18,18,19,esv,"[18] I will raise up for them a prophet like you from among their brothers. And I will put my words in his mouth, and he shall speak to them all that I command him. [19] And whoever will not listen to my words that he shall speak in my name, I myself will require it of him. (ESV)"
Deuteronomy,18,18,19,nlt,"I will raise up a prophet like you from among their fellow Israelites. I will put my words in his mouth, and he will tell the people everything I command him. (NLT)"
Deuteronomy,18,18,19,niv,"[18] I will raise up for them a prophet like you from among their fellow Israelites, and I will put my words in his mouth. He will tell them everything I command him. [19] I myself will call to account anyone who does not listen to my words that the prophet speaks in my name. (NIV)"
Deuteronomy,18,18,19,nasb,"[18] I will raise up a prophet from among their countrymen like you, and I will put My words in his mouth, and he shall speak to them all that I command him. [19] It shall come about that whoever will not listen to My words which he shall speak in My name, I Myself will require it of him. (NASB)"
Deuteronomy,18,18,19,csb,"[18] I will raise up for them a prophet like you from among their brothers. I will put my words in his mouth, and he will tell them everything I command him. [19] I will hold accountable whoever does not listen to my words that he speaks in my name.  (CSB)"
Deuteronomy,18,18,19,en-asv,"[18] I will raise them up a prophet from among their brethren, like unto thee; and I will put my words in his mouth, and he shall speak unto them all that I shall command him. [19] And it shall come to pass, that whosoever will not hearken unto my words which he shall speak in my name, I will require it of him."
Deuteronomy,18,18,19,en-t4t,"[18] So I will send from among them a prophet who will be like you. I will tell him what to say, and then he will tell people everything that I tell him to say. [19] He will speak for me. And I will punish anyone who does not heed what he says."
Deuteronomy,18,18,19,en-bsb,"[18] I will raise up for them a prophet like you from among their brothers. I will put My words in his mouth, and he will tell them everything I command him. [19] And I will hold accountable anyone who does not listen to My words that the prophet speaks in My name.18:19 See Acts 3:23."
Deuteronomy,18,18,19,en-web,"[18] I will raise them up a prophet from among their brothers, like you. I will put my words in his mouth, and he shall speak to them all that I shall command him. [19] It shall happen, that whoever will not listen to my words which he shall speak in my name, I will require it of him."
Leviticus,11,44,45,en-asv,"[44] For I am Jehovah your God: sanctify yourselves therefore, and be ye holy; for I am holy: neither shall ye defile yourselves with any manner of creeping thing that moveth upon the earth. [45] For I am Jehovah that brought you up out of the land of Egypt, to be your God: ye shall therefore be holy, for I am holy."
Numbers,23,19,,en-asv,"God is not a man, that he should lie,"
Deuteronomy,6,4,5,en-asv,"[4] Hear, O Israel: Jehovah our God is one Jehovah: [5] and thou shalt love Jehovah thy God with all thy heart, and with all thy soul, and with all thy might."
Deuteronomy,6,5,9,en-asv,"[5] and thou shalt love Jehovah thy God with all thy heart, and with all thy soul, and with all thy might. [6] And these words, which I command thee this day, shall be upon thy heart; [7] and thou shalt teach them diligently unto thy children, and shalt talk of them when thou sittest in thy house, and when thou walkest by the way, and when thou liest down, and when thou risest up. [8] And thou shalt bind them for a sign upon thy hand, and they shall be for frontlets between thine eyes. [9] And thou shalt write them upon the door-posts of thy house, and upon thy gates."
Deuteronomy,10,14,,en-asv,"Behold, unto Jehovah thy God belongeth heaven and the heaven of heavens, the earth, with all that is therein."
Deuteronomy,21,8,,en-asv,"Forgive, O Jehovah, thy people Israel, whom thou hast redeemed, and suffer not innocent blood to remain in the midst of thy people Israel. And the blood shall be forgiven them."
Joshua,24,14,,en-asv,"Now therefore fear Jehovah, and serve him in sincerity and in truth; and put away the gods which your fathers served beyond the River, and in Egypt; and serve ye Jehovah."
Joshua,24,15,,en-asv,"And if it seem evil unto you to serve Jehovah, choose you this day whom ye will serve; whether the gods which your fathers served that were beyond the River, or the gods of the Amorites, in whose land ye dwell: but as for me and my house, we will serve Jehovah."
Judges,19,22,23,en-asv,"[22] As they were making their hearts merry, behold, the men of the city, certain base fellows, beset the house round about, beating at the door; and they spake to the master of the house, the old man, saying, Bring forth the man that came into thy house, that we may know him. [23] And the man, the master of the house, went out unto them, and said unto them, Nay, my brethren, I pray you, do not so wickedly; seeing that this man is come into my house, do not this folly."
Acts,3,22,,en-asv,"Moses indeed said, A prophet shall the Lord God raise up unto you from among your brethren, like unto me; to him shall ye hearken in all things whatsoever he shall speak unto you."
Psalms,139,1,,esv,"To the choirmaster. A Psalm of David. [1] O LORD, you have searched me and known me! (ESV)"
2 Samuel,7,12,14,esv,"[12] When your days are fulfilled and you lie down with your fathers, I will raise up your offspring after you, who shall come from your body, and I will establish his kingdom. [13] He shall build a house for my name, and I will establish the throne of his kingdom forever. [14] I will be to him a father, and he shall be to me a son. When he commits iniquity, I will discipline him with the rod of men, with the stripes of the sons of men, (ESV)"
2 Samuel,7,12,14,nlt, (NLT)
2 Samuel,7,12,14,niv,"[12] When your days are over and you rest with your ancestors, I will raise up your offspring to succeed you, your own flesh and blood, and I will establish his kingdom. [13] He is the one who will build a house for my Name, and I will establish the throne of his kingdom forever. [14] I will be his father, and he will be my son. When he does wrong, I will punish him with a rod wielded by men, with floggings inflicted by human hands. (NIV)"
2 Samuel,7,12,14,nasb,"[12] When your days are complete and you lie down with your fathers, I will raise up your descendant after you, who will come forth from you, and I will establish his kingdom. [13] He shall build a house for My name, and I will establish the throne of his kingdom forever. [14] I will be a father to him and he will be a son to Me; when he commits iniquity, I will correct him with the rod of men and the strokes of the sons of men, (NASB)"
2 Samuel,7,12,14,csb,"[12] When your time comes and you rest with your ancestors, I will raise up after you your descendant, who will come from your body, and I will establish his kingdom.  [13] He is the one who will build a house for my name,  and I will establish the throne of his kingdom forever.  [14] I will be his father, and he will be my son.  When he does wrong, I will discipline him with a rod of men and blows from mortals. (CSB)"
Deuteronomy,6,5,9,nasb,"[5] You shall love the Lord your God with all your heart and with all your soul and with all your might. [6] These words, which I am commanding you today, shall be on your heart. [7] You shall teach them diligently to your sons and shall talk of them when you sit in your house and when you walk by the way and when you lie down and when you rise up. [8] You shall bind them as a sign on your hand and they shall be as frontals on your forehead. [9] You shall write them on the doorposts of your house and on your gates. (NASB)"
Leviticus,11,44,45,nasb,"[44] For I am the Lord your God. Consecrate yourselves therefore, and be holy, for I am holy. And you shall not make yourselves unclean with any of the swarming things that swarm on the earth. [45] For I am the Lord who brought you up from the land of Egypt to be your God; thus you shall be holy, for I am holy.’ ” (NASB)"
Numbers,23,19,,nasb,"[19] God is not a man, that He should lie, Nor a son of man, that He should repent; Has He said, and will He not do it? Or has He spoken, and will He not make it good? (NASB)"
Deuteronomy,6,4,5,nasb,"[4] “Hear, O Israel! The Lord is our God, the Lord is one! [5] You shall love the Lord your God with all your heart and with all your soul and with all your might. (NASB)"
Deuteronomy,10,14,,nasb,"[14] Behold, to the Lord your God belong heaven and the highest heavens, the earth and all that is in it. (NASB)"
Deuteronomy,21,8,,nasb,"[8] Forgive Your people Israel whom You have redeemed, O Lord, and do not place the guilt of innocent blood in the midst of Your people Israel.’ And the bloodguiltiness shall be forgiven them. (NASB)"
Joshua,24,14,,nasb,"[14] “Now, therefore, fear the Lord and serve Him in sincerity and truth; and put away the gods which your fathers served beyond the River and in Egypt, and serve the Lord. (NASB)"
Joshua,24,15,,nasb,"[15] If it is disagreeable in your sight to serve the Lord, choose for yourselves today whom you will serve: whether the gods which your fathers served which were beyond the River, or the gods of the Amorites in whose land you are living; but as for me and my house, we will serve the Lord.” (NASB)"
Judges,19,22,23,nasb,"[22] While they were celebrating, behold, the men of the city, certain worthless fellows, surrounded the house, pounding the door; and they spoke to the owner of the house, the old man, saying, “Bring out the man who came into your house that we may have relations with him.” [23] Then the man, the owner of the house, went out to them and said to them, “No, my fellows, please do not act so wickedly; since this man has come into my house, do not commit this act of folly. (NASB)"
1 Kings,8,23,,nasb,"[23] He said, “O Lord, the God of Israel, there is no God like You in heaven above or on earth beneath, keeping covenant and showing lovingkindness to Your servants who walk before You with all their heart, (NASB)"
2 Chronicles,7,14,,nasb,"[14] and My people who are called by My name humble themselves and pray and seek My face and turn from their wicked ways, then I will hear from heaven, will forgive their sin and will heal their land. (NASB)"
Acts,3,22,,nasb,"[22] Moses said, ‘The Lord God will raise up for you a prophet like me from your brethren; to Him you shall give heed to everything He says to you. (NASB)"
1 Peter,2,24,,esv,"[24] He himself bore our sins in his body on the tree, that we might die to sin and live to righteousness. By his wounds you have been healed. (ESV)"
1 Peter,2,24,,nlt, (NLT)
1 Peter,2,24,,niv,"[24] “He himself bore our sins” in his body on the cross, so that we might die to sins and live for righteousness; “by his wounds you have been healed.” (NIV)"
1 Peter,2,24,,nasb,"[24] and He Himself bore our sins in His body on the cross, so that we might die to sin and live to righteousness; for by His wounds you were healed. (NASB)"
1 Peter,2,24,,csb,"[24] He himself bore our sins  in his body  on the tree;  so that, having died to sins,  we might live for righteousness.  By his wounds, you have been healed. (CSB)"
Leviticus,11,44,45,esv,"[44] For I am the LORD your God. Consecrate yourselves therefore, and be holy, for I am holy. You shall not defile yourselves with any swarming thing that crawls on the ground. [45] For I am the LORD who brought you up out of the land of Egypt to be your God. You shall therefore be holy, for I am holy.” (ESV)"
Numbers,23,19,,esv,"[19] God is not man, that he should lie, or a son of man, that he should change his mind. Has he said, and will he not do it? Or has he spoken, and will he not fulfill it? (ESV)"
Deuteronomy,6,4,5,esv,"[4] “Hear, O Israel: The LORD our God, the LORD is one. [5] You shall love the LORD your God with all your heart and with all your soul and with all your might. (ESV)"
Psalms,139,4,,esv,"[4] Even before a word is on my tongue, behold, O LORD, you know it altogether. (ESV)"
Deuteronomy,6,5,9,esv,"[5] You shall love the LORD your God with all your heart and with all your soul and with all your might. [6] And these words that I command you today shall be on your heart. [7] You shall teach them diligently to your children, and shall talk of them when you sit in your house, and when you walk by the way, and when you lie down, and when you rise. [8] You shall bind them as a sign on your hand, and they shall be as frontlets between your eyes. [9] You shall write them on the doorposts of your house and on your gates. (ESV)"
Deuteronomy,10,14,,esv,"[14] Behold, to the LORD your God belong heaven and the heaven of heavens, the earth with all that is in it. (ESV)"
Deuteronomy,21,8,,esv,"[8] Accept atonement, O LORD, for your people Israel, whom you have redeemed, and do not set the guilt of innocent blood in the midst of your people Israel, so that their blood guilt be atoned for.’ (ESV)"
Joshua,24,14,,esv,"[14] “Now therefore fear the LORD and serve him in sincerity and in faithfulness. Put away the gods that your fathers served beyond the River and in Egypt, and serve the LORD. (ESV)"
Joshua,24,15,,esv,"[15] And if it is evil in your eyes to serve the LORD, choose this day whom you will serve, whether the gods your fathers served in the region beyond the River, or the gods of the Amorites in whose land you dwell. But as for me and my house, we will serve the LORD.” (ESV)"
Judges,19,22,23,esv,"[22] As they were making their hearts merry, behold, the men of the city, worthless fellows, surrounded the house, beating on the door. And they said to the old man, the master of the house, “Bring out the man who came into your house, that we may know him.” [23] And the man, the master of the house, went out to them and said to them, “No, my brothers, do not act so wickedly; since this man has come into my house, do not do this vile thing. (ESV)"
1 Kings,8,23,,esv,"[23] and said, “O LORD, God of Israel, there is no God like you, in heaven above or on earth beneath, keeping covenant and showing steadfast love to your servants who walk before you with all their heart; (ESV)"
2 Chronicles,7,14,,esv,"[14] if my people who are called by my name humble themselves, and pray and seek my face and turn from their wicked ways, then I will hear from heaven and will forgive their sin and heal their land. (ESV)"
Acts,3,22,,esv,"[22] Moses said, ‘The Lord God will raise up for you a prophet like me from your brothers. You shall listen to him in whatever he tells you. (ESV)"
Job,1,6,,esv,"[6] Now there was a day when the sons of God came to present themselves before the LORD, and Satan also came among them. (ESV)"
Job,1,7,,esv,"[7] The LORD said to Satan, “From where have you come?” Satan answered the LORD and said, “From going to and fro on the earth, and from walking up and down on it.” (ESV)"
Job,2,2,,esv,"[2] And the LORD said to Satan, “From where have you come?” Satan answered the LORD and said, “From going to and fro on the earth, and from walking up and down on it.” (ESV)"
Job,26,13,,esv,[13] By his wind the heavens were made fair; his hand pierced the fleeing serpent. (ESV)
Job,26,14,,esv,"[14] Behold, these are but the outskirts of his ways, and how small a whisper do we hear of him! But the thunder of his power who can understand?” (ESV)"
Job,41,33,34,esv,"[33] On earth there is not his like, a creature without fear. [34] He sees everything that is high; he is king over all the sons of pride.” (ESV)"
Job,42,2,,esv,"[2] “I know that you can do all things, and that no purpose of yours can be thwarted. (ESV)"
Psalms,12,6,,esv,"[6] The words of the LORD are pure words, like silver refined in a furnace on the ground, purified seven times. (ESV)"
Psalms,16,8,,esv,"[8] I have set the LORD always before me; because he is at my right hand, I shall not be shaken. (ESV)"
Psalms,19,1,2,esv,"To the choirmaster. A Psalm of David. [1] The heavens declare the glory of God, and the sky above proclaims his handiwork. [2] Day to day pours out speech, and night to night reveals knowledge. (ESV)"
Psalms,19,7,11,esv,"[7] The law of the LORD is perfect, reviving the soul; the testimony of the LORD is sure, making wise the simple; [8] the precepts of the LORD are right, rejoicing the heart; the commandment of the LORD is pure, enlightening the eyes; [9] the fear of the LORD is clean, enduring forever; the rules of the LORD are true, and righteous altogether. [10] More to be desired are they than gold, even much fine gold; sweeter also than honey and drippings of the honeycomb. [11] Moreover, by them is your servant warned; in keeping them there is great reward. (ESV)"
Psalms,24,8,,esv,"[8] Who is this King of glory? The LORD, strong and mighty, the LORD, mighty in battle! (ESV)"
Psalms,27,4,,esv,"[4] One thing have I asked of the LORD, that will I seek after: that I may dwell in the house of the LORD all the days of my life, to gaze upon the beauty of the LORD and to inquire in his temple. (ESV)"
Psalms,33,13,14,esv,"[13] The LORD looks down from heaven; he sees all the children of man; [14] from where he sits enthroned he looks out on all the inhabitants of the earth, (ESV)"
Psalms,51,5,,esv,"[5] Behold, I was brought forth in iniquity, and in sin did my mother conceive me. (ESV)"
Psalms,53,3,,esv,"[3] They have all fallen away; together they have become corrupt; there is none who does good, not even one. (ESV)"
Psalms,90,2,,esv,"[2] Before the mountains were brought forth, or ever you had formed the earth and the world, from everlasting to everlasting you are God. (ESV)"
Psalms,90,4,,esv,"[4] For a thousand years in your sight are but as yesterday when it is past, or as a watch in the night. (ESV)"
Psalms,102,26,27,esv,"[26] They will perish, but you will remain; they will all wear out like a garment. You will change them like a robe, and they will pass away, [27] but you are the same, and your years have no end. (ESV)"
Psalms,103,8,,esv,"[8] The LORD is merciful and gracious, slow to anger and abounding in steadfast love. (ESV)"
Psalms,103,11,,esv,"[11] For as high as the heavens are above the earth, so great is his steadfast love toward those who fear him; (ESV)"
Psalms,103,12,,esv,"[12] as far as the east is from the west, so far does he remove our transgressions from us. (ESV)"
Psalms,106,1,,esv,"[1] Praise the LORD! Oh give thanks to the LORD, for he is good, for his steadfast love endures forever! (ESV)"
Psalms,139,7,,esv,[7] Where shall I go from your Spirit? Or where shall I flee from your presence? (ESV)
Psalms,139,10,,esv,"[10] even there your hand shall lead me, and your right hand shall hold me. (ESV)"
Psalms,139,12,,esv,"[12] even the darkness is not dark to you; the night is bright as the day, for darkness is as light with you. (ESV)"
Psalms,139,13,,esv,[13] For you formed my inward parts; you knitted me together in my mother’s womb. (ESV)
Psalms,139,14,,esv,"[14] I praise you, for I am fearfully and wonderfully made. Wonderful are your works; my soul knows it very well. (ESV)"
Psalms,139,16,,esv,"[16] Your eyes saw my unformed substance; in your book were written, every one of them, the days that were formed for me, when as yet there was none of them. (ESV)"
Psalms,139,17,18,esv,"[17] How precious to me are your thoughts, O God! How vast is the sum of them! [18] If I would count them, they are more than the sand. I awake, and I am still with you. (ESV)"
Psalms,139,23,24,esv,"[23] Search me, O God, and know my heart! Try me and know my thoughts! [24] And see if there be any grievous way in me, and lead me in the way everlasting! (ESV)"
Psalms,148,2,,esv,"[2] Praise him, all his angels; praise him, all his hosts! (ESV)"
Proverbs,1,7,,esv,[7] The fear of the LORD is the beginning of knowledge; fools despise wisdom and instruction. (ESV)
Proverbs,3,5,6,esv,"[5] Trust in the LORD with all your heart, and do not lean on your own understanding. [6] In all your ways acknowledge him, and he will make straight your paths. (ESV)"
Proverbs,27,17,,esv,"[17] Iron sharpens iron, and one man sharpens another. (ESV)"
Proverbs,30,5,,esv,[5] Every word of God proves true; he is a shield to those who take refuge in him. (ESV)
Ecclesiastes,1,2,,esv,"[2] Vanity of vanities, says the Preacher, vanity of vanities! All is vanity. (ESV)"
Ecclesiastes,2,24,25,esv,"[24] There is nothing better for a person than that he should eat and drink and find enjoyment in his toil. This also, I saw, is from the hand of God, [25] for apart from him who can eat or who can have enjoyment? (ESV)"
Ecclesiastes,3,14,,esv,"[14] I perceived that whatever God does endures forever; nothing can be added to it, nor anything taken from it. God has done it, so that people fear before him. (ESV)"
Ecclesiastes,3,18,,esv,[18] I said in my heart with regard to the children of man that God is testing them that they may see that they themselves are but beasts. (ESV)
Job,1,6,,nasb,"[6] Now there was a day when the sons of God came to present themselves before the Lord, and Satan also came among them. (NASB)"
Job,1,7,,nasb,"[7] The Lord said to Satan, “From where do you come?” Then Satan answered the Lord and said, “From roaming about on the earth and walking around on it.” (NASB)"
Job,2,2,,nasb,"[2] The Lord said to Satan, “Where have you come from?” Then Satan answered the Lord and said, “From roaming about on the earth and walking around on it.” (NASB)"
Job,26,13,,nasb,[13] By His breath the heavens are cleared; His hand has pierced the fleeing serpent. (NASB)
Job,26,14,,nasb,"[14] Behold, these are the fringes of His ways; And how faint a word we hear of Him! But His mighty thunder, who can understand?” (NASB)"
Job,41,33,34,nasb,"[33] Nothing on earth is like him, One made without fear. [34] He looks on everything that is high; He is king over all the sons of pride.” (NASB)"
Job,42,2,,nasb,"[2] “I know that You can do all things, And that no purpose of Yours can be thwarted. (NASB)"
Psalms,12,6,,nasb,"[6] The words of the Lord are pure words; As silver tried in a furnace on the earth, refined seven times. (NASB)"
Psalms,16,8,,nasb,"[8] I have set the Lord continually before me; Because He is at my right hand, I will not be shaken. (NASB)"
Psalms,19,1,2,nasb,"[1] The heavens are telling of the glory of God; And their expanse is declaring the work of His hands. [2] Day to day pours forth speech, And night to night reveals knowledge. (NASB)"
Psalms,19,7,11,nasb,"[7] The law of the Lord is perfect, restoring the soul; The testimony of the Lord is sure, making wise the simple. [8] The precepts of the Lord are right, rejoicing the heart; The commandment of the Lord is pure, enlightening the eyes. [9] The fear of the Lord is clean, enduring forever; The judgments of the Lord are true; they are righteous altogether. [10] They are more desirable than gold, yes, than much fine gold; Sweeter also than honey and the drippings of the honeycomb. [11] Moreover, by them Your servant is warned; In keeping them there is great reward. (NASB)"
Psalms,24,8,,nasb,"[8] Who is the King of glory? The Lord strong and mighty, The Lord mighty in battle. (NASB)"
Psalms,27,4,,nasb,"[4] One thing I have asked from the Lord, that I shall seek: That I may dwell in the house of the Lord all the days of my life, To behold the beauty of the Lord And to meditate in His temple. (NASB)"
Psalms,33,13,14,nasb,"[13] The Lord looks from heaven; He sees all the sons of men; [14] From His dwelling place He looks out On all the inhabitants of the earth, (NASB)"
Psalms,51,5,,nasb,"[5] Behold, I was brought forth in iniquity, And in sin my mother conceived me. (NASB)"
Psalms,53,3,,nasb,"[3] Every one of them has turned aside; together they have become corrupt; There is no one who does good, not even one. (NASB)"
Psalms,90,2,,nasb,"[2] Before the mountains were born Or You gave birth to the earth and the world, Even from everlasting to everlasting, You are God. (NASB)"
Psalms,90,4,,nasb,"[4] For a thousand years in Your sight Are like yesterday when it passes by, Or as a watch in the night. (NASB)"
Psalms,102,26,27,nasb,"[26] Even they will perish, but You endure; And all of them will wear out like a garment; Like clothing You will change them and they will be changed. [27] But You are the same, And Your years will not come to an end. (NASB)"
Psalms,103,8,,nasb,"[8] The Lord is compassionate and gracious, Slow to anger and abounding in lovingkindness. (NASB)"
Psalms,103,11,,nasb,"[11] For as high as the heavens are above the earth, So great is His lovingkindness toward those who fear Him. (NASB)"
Psalms,103,12,,nasb,"[12] As far as the east is from the west, So far has He removed our transgressions from us. (NASB)"
Psalms,106,1,,nasb,"[1] Praise the Lord! Oh give thanks to the Lord, for He is good; For His lovingkindness is everlasting. (NASB)"
Psalms,110,1,,nasb,[1] The Lord says to my Lord: “Sit at My right hand Until I make Your enemies a footstool for Your feet.” (NASB)
Psalms,115,3,,nasb,[3] But our God is in the heavens; He does whatever He pleases. (NASB)
Psalms,139,1,,nasb,"[1] O Lord, You have searched me and known me. (NASB)"
Psalms,139,4,,nasb,"[4] Even before there is a word on my tongue, Behold, O Lord, You know it all. (NASB)"
Psalms,139,6,,nasb,"[6] Such knowledge is too wonderful for me; It is too high, I cannot attain to it. (NASB)"
Psalms,139,7,,nasb,[7] Where can I go from Your Spirit? Or where can I flee from Your presence? (NASB)
Psalms,139,10,,nasb,"[10] Even there Your hand will lead me, And Your right hand will lay hold of me. (NASB)"
Psalms,139,12,,nasb,"[12] Even the darkness is not dark to You, And the night is as bright as the day. Darkness and light are alike to You. (NASB)"
Psalms,139,13,,nasb,[13] For You formed my inward parts; You wove me in my mother’s womb. (NASB)
Psalms,139,14,,nasb,"[14] I will give thanks to You, for I am fearfully and wonderfully made; Wonderful are Your works, And my soul knows it very well. (NASB)"
Psalms,139,16,,nasb,"[16] Your eyes have seen my unformed substance; And in Your book were all written The days that were ordained for me, When as yet there was not one of them. (NASB)"
Psalms,139,17,18,nasb,"[17] How precious also are Your thoughts to me, O God! How vast is the sum of them! [18] If I should count them, they would outnumber the sand. When I awake, I am still with You. (NASB)"
Psalms,139,23,24,nasb,"[23] Search me, O God, and know my heart; Try me and know my anxious thoughts; [24] And see if there be any hurtful way in me, And lead me in the everlasting way. (NASB)"
Psalms,148,2,,nasb,"[2] Praise Him, all His angels; Praise Him, all His hosts! (NASB)"
Psalms,148,5,,nasb,"[5] Let them praise the name of the Lord, For He commanded and they were created. (NASB)"
Matthew,22,44,,nasb,"[44] ‘The Lord said to my Lord, “Sit at My right hand, Until I put Your enemies beneath Your feet” ’? (NASB)"
Proverbs,1,7,,nasb,[7] The fear of the Lord is the beginning of knowledge; Fools despise wisdom and instruction. (NASB)
Proverbs,3,5,6,nasb,"[5] Trust in the Lord with all your heart And do not lean on your own understanding. [6] In all your ways acknowledge Him, And He will make your paths straight. (NASB)"
Proverbs,27,17,,nasb,"[17] Iron sharpens iron, So one man sharpens another. (NASB)"
Proverbs,30,5,,nasb,[5] Every word of God is tested; He is a shield to those who take refuge in Him. (NASB)
Ecclesiastes,1,2,,nasb,"[2] “Vanity of vanities,” says the Preacher, “Vanity of vanities! All is vanity.” (NASB)"
Ecclesiastes,2,24,25,nasb,[24] There is nothing better for a man than to eat and drink and tell himself that his labor is good. This also I have seen that it is from the hand of God. [25] For who can eat and who can have enjoyment without Him? (NASB)
Ecclesiastes,3,14,,nasb,"[14] I know that everything God does will remain forever; there is nothing to add to it and there is nothing to take from it, for God has so worked that men should fear Him. (NASB)"
Ecclesiastes,3,18,,nasb,"[18] I said to myself concerning the sons of men, “God has surely tested them in order for them to see that they are but beasts.” (NASB)"
Ecclesiastes,3,20,,nasb,[20] All go to the same place. All came from the dust and all return to the dust. (NASB)
Ecclesiastes,4,9,12,nasb,"[9] Two are better than one because they have a good return for their labor. [10] For if either of them falls, the one will lift up his companion. But woe to the one who falls when there is not another to lift him up. [11] Furthermore, if two lie down together they keep warm, but how can one be warm alone? [12] And if one can overpower him who is alone, two can resist him. A cord of three strands is not quickly torn apart. (NASB)"
Ecclesiastes,12,12,,nasb,"[12] But beyond this, my son, be warned: the writing of many books is endless, and excessive devotion to books is wearying to the body. (NASB)"
Ecclesiastes,12,13,,nasb,"[13] The conclusion, when all has been heard, is: fear God and keep His commandments, because this applies to every person. (NASB)"
Ecclesiastes,12,14,,nasb,"[14] For God will bring every act to judgment, everything which is hidden, whether it is good or evil. (NASB)"
Isaiah,6,3,,nasb,"[3] And one called out to another and said, “Holy, Holy, Holy, is the Lord of hosts, The whole earth is full of His glory.” (NASB)"
Isaiah,6,5,,nasb,"[5] Then I said, “Woe is me, for I am ruined! Because I am a man of unclean lips, And I live among a people of unclean lips; For my eyes have seen the King, the Lord of hosts.” (NASB)"
Isaiah,6,8,,nasb,"[8] Then I heard the voice of the Lord, saying, “Whom shall I send, and who will go for Us?” Then I said, “Here am I. Send me!” (NASB)"
Isaiah,14,12,,nasb,"[12] How you have fallen from heaven, O star of the morning, son of the dawn! You have been cut down to the earth, You who have weakened the nations! (NASB)"
